########################################################################################################################################################################################################
Check MTCNN_ROOT_DIR, current MTCNN_ROOT_DIR is - /
########################################################################################################################################################################################################
########################################################################################################################################################################################################
########################################################################################################################################################################################################
Prepare CelebA dataset for input.
Prepared CelebA dataset for input.
########################################################################################################################################################################################################
Generate a basic dataset i.e. PNet dataset.
Generated a basic dataset i.e. PNet dataset.
########################################################################################################################################################################################################
Train PNet.
2018-09-10 22:11:05.788329 - step - 3840 accuracy - 0.946188, class loss - 0.196523, bbox loss - 0.073931, landmark loss - 0.030195, L2 loss - 0.017259, lr - 0.010000 
2018-09-13 19:10:03.891476 - step - 307200 accuracy - 0.965753, class loss - 0.085082, bbox loss - 0.052620, landmark loss - 0.004192, L2 loss - 0.030896, lr - 0.010000 
2018-09-13 19:22:41.032511 - step - 311040 accuracy - 0.963211, class loss - 0.115112, bbox loss - 0.042741, landmark loss - 0.003534, L2 loss - 0.030834, lr - 0.010000 
2018-09-13 19:35:18.233373 - step - 314880 accuracy - 0.966555, class loss - 0.111992, bbox loss - 0.037721, landmark loss - 0.002901, L2 loss - 0.030943, lr - 0.010000 
2018-09-13 19:47:55.181381 - step - 318720 accuracy - 0.962838, class loss - 0.101511, bbox loss - 0.038196, landmark loss - 0.002591, L2 loss - 0.030974, lr - 0.010000 
2018-09-13 20:00:32.564734 - step - 322560 accuracy - 0.990000, class loss - 0.053604, bbox loss - 0.050404, landmark loss - 0.002088, L2 loss - 0.030933, lr - 0.010000 
2018-09-13 20:13:08.834055 - step - 326400 accuracy - 0.975610, class loss - 0.083935, bbox loss - 0.043172, landmark loss - 0.004617, L2 loss - 0.030461, lr - 0.001000 
2018-09-13 20:25:45.548727 - step - 330240 accuracy - 0.989967, class loss - 0.091574, bbox loss - 0.042894, landmark loss - 0.002061, L2 loss - 0.029905, lr - 0.001000 
2018-09-13 20:38:22.345666 - step - 334080 accuracy - 0.986486, class loss - 0.072387, bbox loss - 0.043378, landmark loss - 0.002138, L2 loss - 0.029446, lr - 0.001000 
2018-09-13 20:51:00.061719 - step - 337920 accuracy - 0.986254, class loss - 0.066211, bbox loss - 0.041035, landmark loss - 0.003824, L2 loss - 0.029010, lr - 0.001000 
2018-09-13 21:03:36.703631 - step - 341760 accuracy - 0.986301, class loss - 0.042782, bbox loss - 0.032432, landmark loss - 0.002349, L2 loss - 0.028608, lr - 0.001000 
2018-09-13 21:16:12.498574 - step - 345600 accuracy - 0.979310, class loss - 0.078826, bbox loss - 0.057073, landmark loss - 0.002305, L2 loss - 0.028291, lr - 0.001000 
2018-09-13 21:28:49.924829 - step - 349440 accuracy - 0.983051, class loss - 0.059176, bbox loss - 0.039185, landmark loss - 0.002225, L2 loss - 0.027935, lr - 0.001000 
2018-09-13 21:41:26.481613 - step - 353280 accuracy - 0.951724, class loss - 0.138090, bbox loss - 0.033290, landmark loss - 0.002986, L2 loss - 0.027665, lr - 0.001000 
2018-09-13 21:54:03.181821 - step - 357120 accuracy - 0.976271, class loss - 0.081966, bbox loss - 0.044714, landmark loss - 0.002429, L2 loss - 0.027410, lr - 0.001000 
2018-09-13 22:06:38.549721 - step - 360960 accuracy - 0.989726, class loss - 0.045252, bbox loss - 0.032267, landmark loss - 0.002526, L2 loss - 0.027140, lr - 0.001000 
2018-09-13 22:19:15.886159 - step - 364800 accuracy - 0.972789, class loss - 0.091157, bbox loss - 0.034560, landmark loss - 0.028753, L2 loss - 0.026934, lr - 0.001000 
2018-09-13 22:31:51.598305 - step - 368640 accuracy - 0.979661, class loss - 0.095091, bbox loss - 0.041568, landmark loss - 0.005025, L2 loss - 0.026736, lr - 0.001000 
2018-09-13 22:44:28.488191 - step - 372480 accuracy - 0.969388, class loss - 0.111489, bbox loss - 0.045346, landmark loss - 0.001997, L2 loss - 0.026511, lr - 0.001000 
2018-09-13 22:57:05.387770 - step - 376320 accuracy - 0.993197, class loss - 0.031417, bbox loss - 0.032912, landmark loss - 0.002312, L2 loss - 0.026351, lr - 0.001000 
2018-09-13 23:09:40.794100 - step - 380160 accuracy - 0.989933, class loss - 0.047372, bbox loss - 0.048069, landmark loss - 0.003266, L2 loss - 0.026201, lr - 0.001000 
2018-09-13 23:22:17.576147 - step - 384000 accuracy - 0.986301, class loss - 0.065944, bbox loss - 0.046215, landmark loss - 0.003056, L2 loss - 0.026029, lr - 0.001000 
2018-09-13 23:34:55.534835 - step - 387840 accuracy - 0.983108, class loss - 0.055428, bbox loss - 0.044876, landmark loss - 0.002283, L2 loss - 0.025891, lr - 0.001000 
2018-09-13 23:47:33.899967 - step - 391680 accuracy - 0.965517, class loss - 0.116956, bbox loss - 0.041180, landmark loss - 0.003170, L2 loss - 0.025768, lr - 0.001000 
2018-09-14 00:00:08.856061 - step - 395520 accuracy - 0.982935, class loss - 0.060352, bbox loss - 0.040527, landmark loss - 0.002527, L2 loss - 0.025623, lr - 0.001000 
2018-09-14 00:12:44.593098 - step - 399360 accuracy - 0.979866, class loss - 0.076963, bbox loss - 0.041679, landmark loss - 0.003293, L2 loss - 0.025508, lr - 0.001000 
2018-09-14 00:25:22.154953 - step - 403200 accuracy - 0.973154, class loss - 0.094060, bbox loss - 0.044229, landmark loss - 0.003221, L2 loss - 0.025410, lr - 0.001000 
2018-09-14 00:37:58.752045 - step - 407040 accuracy - 0.972881, class loss - 0.082071, bbox loss - 0.035797, landmark loss - 0.003679, L2 loss - 0.025308, lr - 0.001000 
2018-09-14 00:50:35.236935 - step - 410880 accuracy - 0.982935, class loss - 0.086229, bbox loss - 0.036920, landmark loss - 0.004394, L2 loss - 0.025213, lr - 0.001000 
2018-09-14 01:03:11.143415 - step - 414720 accuracy - 0.986348, class loss - 0.056585, bbox loss - 0.043613, landmark loss - 0.002781, L2 loss - 0.025139, lr - 0.001000 
2018-09-14 01:15:46.761188 - step - 418560 accuracy - 0.976431, class loss - 0.081753, bbox loss - 0.033327, landmark loss - 0.005105, L2 loss - 0.025062, lr - 0.001000 
2018-09-14 01:28:25.376836 - step - 422400 accuracy - 0.986395, class loss - 0.045042, bbox loss - 0.045793, landmark loss - 0.004025, L2 loss - 0.024993, lr - 0.001000 
2018-09-14 01:41:01.502678 - step - 426240 accuracy - 0.983389, class loss - 0.045241, bbox loss - 0.029237, landmark loss - 0.001972, L2 loss - 0.024919, lr - 0.001000 
2018-09-14 01:53:38.352408 - step - 430080 accuracy - 0.972603, class loss - 0.086161, bbox loss - 0.049232, landmark loss - 0.001980, L2 loss - 0.024860, lr - 0.001000 
2018-09-14 02:06:14.222613 - step - 433920 accuracy - 0.975694, class loss - 0.077021, bbox loss - 0.044769, landmark loss - 0.002156, L2 loss - 0.024797, lr - 0.001000 
2018-09-14 02:18:51.240523 - step - 437760 accuracy - 0.982699, class loss - 0.046122, bbox loss - 0.043394, landmark loss - 0.002924, L2 loss - 0.024733, lr - 0.001000 
2018-09-14 02:31:26.378417 - step - 441600 accuracy - 0.976109, class loss - 0.077139, bbox loss - 0.043766, landmark loss - 0.004544, L2 loss - 0.024672, lr - 0.001000 
2018-09-14 02:44:03.467028 - step - 445440 accuracy - 0.982877, class loss - 0.047681, bbox loss - 0.039867, landmark loss - 0.003466, L2 loss - 0.024624, lr - 0.001000 
2018-09-14 02:56:41.065416 - step - 449280 accuracy - 0.989655, class loss - 0.035347, bbox loss - 0.045861, landmark loss - 0.003414, L2 loss - 0.024570, lr - 0.001000 
2018-09-14 03:09:18.356181 - step - 453120 accuracy - 0.986532, class loss - 0.061477, bbox loss - 0.041743, landmark loss - 0.002297, L2 loss - 0.024511, lr - 0.001000 
2018-09-14 03:22:43.923997 - step - 456960 accuracy - 0.986395, class loss - 0.056768, bbox loss - 0.046349, landmark loss - 0.005587, L2 loss - 0.024468, lr - 0.001000 
2018-09-14 03:35:23.256466 - step - 460800 accuracy - 0.986063, class loss - 0.050340, bbox loss - 0.048132, landmark loss - 0.002608, L2 loss - 0.024410, lr - 0.001000 
2018-09-14 03:48:00.122213 - step - 464640 accuracy - 0.965753, class loss - 0.088361, bbox loss - 0.038252, landmark loss - 0.002637, L2 loss - 0.024382, lr - 0.001000 
2018-09-14 04:00:37.120900 - step - 468480 accuracy - 0.973154, class loss - 0.070760, bbox loss - 0.038466, landmark loss - 0.009985, L2 loss - 0.024361, lr - 0.001000 
2018-09-14 04:13:12.686570 - step - 472320 accuracy - 0.979933, class loss - 0.074299, bbox loss - 0.036344, landmark loss - 0.013464, L2 loss - 0.024304, lr - 0.001000 
2018-09-14 04:25:51.414128 - step - 476160 accuracy - 0.966443, class loss - 0.114141, bbox loss - 0.034357, landmark loss - 0.003755, L2 loss - 0.024266, lr - 0.001000 
2018-09-14 04:38:29.378057 - step - 480000 accuracy - 0.975945, class loss - 0.065611, bbox loss - 0.039646, landmark loss - 0.003721, L2 loss - 0.024232, lr - 0.001000 
2018-09-14 04:51:06.900328 - step - 483840 accuracy - 0.983051, class loss - 0.051010, bbox loss - 0.040892, landmark loss - 0.003137, L2 loss - 0.024205, lr - 0.001000 
2018-09-14 05:03:44.087025 - step - 487680 accuracy - 0.962712, class loss - 0.105703, bbox loss - 0.044333, landmark loss - 0.005448, L2 loss - 0.024184, lr - 0.001000 
2018-09-14 05:16:21.239484 - step - 491520 accuracy - 0.983108, class loss - 0.059516, bbox loss - 0.039949, landmark loss - 0.003083, L2 loss - 0.024161, lr - 0.001000 
2018-09-14 05:28:59.883478 - step - 495360 accuracy - 0.986301, class loss - 0.059796, bbox loss - 0.031390, landmark loss - 0.004882, L2 loss - 0.024141, lr - 0.001000 
2018-09-14 05:41:35.605585 - step - 499200 accuracy - 0.986159, class loss - 0.054905, bbox loss - 0.048981, landmark loss - 0.002138, L2 loss - 0.024103, lr - 0.001000 
2018-09-14 05:54:12.171167 - step - 503040 accuracy - 0.986577, class loss - 0.063321, bbox loss - 0.036660, landmark loss - 0.002798, L2 loss - 0.024095, lr - 0.001000 
2018-09-14 06:06:46.953403 - step - 506880 accuracy - 0.986395, class loss - 0.033739, bbox loss - 0.041824, landmark loss - 0.003046, L2 loss - 0.024059, lr - 0.001000 
2018-09-14 06:19:24.078723 - step - 510720 accuracy - 0.983389, class loss - 0.050135, bbox loss - 0.044740, landmark loss - 0.002068, L2 loss - 0.024037, lr - 0.001000 
2018-09-14 06:32:00.891796 - step - 514560 accuracy - 0.986111, class loss - 0.082328, bbox loss - 0.038372, landmark loss - 0.002945, L2 loss - 0.024007, lr - 0.001000 
2018-09-14 06:44:39.622413 - step - 518400 accuracy - 0.982578, class loss - 0.069363, bbox loss - 0.034976, landmark loss - 0.002581, L2 loss - 0.023992, lr - 0.001000 
2018-09-14 06:57:15.827715 - step - 522240 accuracy - 0.986063, class loss - 0.039133, bbox loss - 0.052517, landmark loss - 0.004384, L2 loss - 0.023963, lr - 0.001000 
2018-09-14 07:09:52.739366 - step - 526080 accuracy - 0.979592, class loss - 0.064534, bbox loss - 0.032592, landmark loss - 0.003795, L2 loss - 0.023927, lr - 0.001000 
2018-09-14 07:22:28.847667 - step - 529920 accuracy - 0.989865, class loss - 0.037764, bbox loss - 0.044293, landmark loss - 0.002810, L2 loss - 0.023921, lr - 0.001000 
2018-09-14 07:35:05.636337 - step - 533760 accuracy - 0.986622, class loss - 0.065685, bbox loss - 0.035565, landmark loss - 0.002786, L2 loss - 0.023903, lr - 0.001000 
2018-09-14 07:47:40.908986 - step - 537600 accuracy - 0.979381, class loss - 0.082070, bbox loss - 0.037693, landmark loss - 0.003586, L2 loss - 0.023887, lr - 0.001000 
2018-09-14 08:00:16.632796 - step - 541440 accuracy - 0.989899, class loss - 0.078979, bbox loss - 0.031670, landmark loss - 0.003480, L2 loss - 0.023878, lr - 0.001000 
2018-09-14 08:12:52.022603 - step - 545280 accuracy - 0.972973, class loss - 0.089840, bbox loss - 0.039142, landmark loss - 0.002107, L2 loss - 0.023870, lr - 0.001000 
2018-09-14 08:25:29.449843 - step - 549120 accuracy - 0.986348, class loss - 0.047034, bbox loss - 0.034585, landmark loss - 0.002671, L2 loss - 0.023849, lr - 0.001000 
2018-09-14 08:38:05.683924 - step - 552960 accuracy - 0.993151, class loss - 0.027998, bbox loss - 0.049286, landmark loss - 0.002957, L2 loss - 0.023842, lr - 0.001000 
2018-09-14 08:50:41.661477 - step - 556800 accuracy - 0.993243, class loss - 0.039058, bbox loss - 0.040654, landmark loss - 0.001408, L2 loss - 0.023815, lr - 0.001000 
2018-09-14 09:03:17.880116 - step - 560640 accuracy - 0.986395, class loss - 0.057750, bbox loss - 0.042353, landmark loss - 0.002192, L2 loss - 0.023817, lr - 0.001000 
2018-09-14 09:15:55.731987 - step - 564480 accuracy - 0.979866, class loss - 0.055528, bbox loss - 0.034712, landmark loss - 0.003424, L2 loss - 0.023810, lr - 0.001000 
2018-09-14 09:28:32.314250 - step - 568320 accuracy - 0.972881, class loss - 0.071390, bbox loss - 0.050074, landmark loss - 0.002139, L2 loss - 0.023791, lr - 0.001000 
2018-09-14 09:41:07.866098 - step - 572160 accuracy - 0.986711, class loss - 0.045768, bbox loss - 0.042079, landmark loss - 0.002227, L2 loss - 0.023793, lr - 0.001000 
2018-09-14 09:53:43.977554 - step - 576000 accuracy - 0.993220, class loss - 0.047881, bbox loss - 0.039802, landmark loss - 0.002561, L2 loss - 0.023782, lr - 0.001000 
2018-09-14 10:06:19.763669 - step - 579840 accuracy - 0.983333, class loss - 0.058627, bbox loss - 0.051265, landmark loss - 0.002572, L2 loss - 0.023769, lr - 0.001000 
2018-09-14 10:18:56.803552 - step - 583680 accuracy - 0.989547, class loss - 0.056068, bbox loss - 0.046830, landmark loss - 0.003542, L2 loss - 0.023775, lr - 0.001000 
2018-09-14 10:31:34.062288 - step - 587520 accuracy - 0.983165, class loss - 0.055714, bbox loss - 0.031283, landmark loss - 0.002251, L2 loss - 0.023745, lr - 0.001000 
2018-09-14 10:44:10.904779 - step - 591360 accuracy - 0.986486, class loss - 0.050142, bbox loss - 0.042802, landmark loss - 0.005208, L2 loss - 0.023731, lr - 0.001000 
2018-09-14 10:56:47.564262 - step - 595200 accuracy - 0.986711, class loss - 0.046215, bbox loss - 0.046240, landmark loss - 0.001924, L2 loss - 0.023734, lr - 0.001000 
2018-09-14 11:09:22.280348 - step - 599040 accuracy - 0.993197, class loss - 0.053618, bbox loss - 0.045328, landmark loss - 0.001933, L2 loss - 0.023713, lr - 0.001000 
2018-09-14 11:21:58.408042 - step - 602880 accuracy - 0.986395, class loss - 0.057944, bbox loss - 0.041323, landmark loss - 0.002486, L2 loss - 0.023719, lr - 0.001000 
2018-09-14 11:34:34.958847 - step - 606720 accuracy - 0.979661, class loss - 0.079170, bbox loss - 0.038616, landmark loss - 0.004222, L2 loss - 0.023709, lr - 0.001000 
2018-09-14 11:47:09.378104 - step - 610560 accuracy - 0.976431, class loss - 0.068541, bbox loss - 0.031899, landmark loss - 0.002338, L2 loss - 0.023690, lr - 0.001000 
2018-09-14 11:59:43.601124 - step - 614400 accuracy - 0.983165, class loss - 0.061489, bbox loss - 0.051073, landmark loss - 0.002968, L2 loss - 0.023701, lr - 0.001000 
2018-09-14 12:12:20.502781 - step - 618240 accuracy - 0.989510, class loss - 0.043223, bbox loss - 0.032919, landmark loss - 0.001968, L2 loss - 0.023688, lr - 0.001000 
2018-09-14 12:24:56.735979 - step - 622080 accuracy - 0.989899, class loss - 0.054294, bbox loss - 0.040842, landmark loss - 0.003378, L2 loss - 0.023679, lr - 0.001000 
2018-09-14 12:37:33.971364 - step - 625920 accuracy - 0.993151, class loss - 0.025712, bbox loss - 0.042817, landmark loss - 0.002638, L2 loss - 0.023675, lr - 0.001000 
2018-09-14 12:50:11.135842 - step - 629760 accuracy - 0.979592, class loss - 0.087134, bbox loss - 0.047947, landmark loss - 0.002198, L2 loss - 0.023665, lr - 0.001000 
2018-09-14 13:02:49.205953 - step - 633600 accuracy - 0.993103, class loss - 0.028178, bbox loss - 0.038640, landmark loss - 0.003526, L2 loss - 0.023661, lr - 0.001000 
2018-09-14 13:15:26.440350 - step - 637440 accuracy - 0.986348, class loss - 0.056129, bbox loss - 0.041628, landmark loss - 0.011417, L2 loss - 0.023665, lr - 0.001000 
2018-09-14 13:28:05.576002 - step - 641280 accuracy - 0.986577, class loss - 0.070982, bbox loss - 0.040471, landmark loss - 0.001842, L2 loss - 0.023681, lr - 0.001000 
2018-09-14 13:40:40.804687 - step - 645120 accuracy - 0.980132, class loss - 0.071307, bbox loss - 0.038851, landmark loss - 0.003330, L2 loss - 0.023665, lr - 0.001000 
2018-09-14 13:53:17.214528 - step - 648960 accuracy - 0.975945, class loss - 0.062191, bbox loss - 0.045914, landmark loss - 0.003424, L2 loss - 0.023662, lr - 0.000100 
2018-09-14 14:05:53.836785 - step - 652800 accuracy - 0.986159, class loss - 0.037107, bbox loss - 0.032310, landmark loss - 0.002646, L2 loss - 0.023649, lr - 0.000100 
2018-09-14 14:18:31.001192 - step - 656640 accuracy - 0.989691, class loss - 0.047740, bbox loss - 0.052839, landmark loss - 0.004039, L2 loss - 0.023633, lr - 0.000100 
2018-09-14 14:31:07.283375 - step - 660480 accuracy - 0.996528, class loss - 0.026253, bbox loss - 0.035798, landmark loss - 0.003132, L2 loss - 0.023620, lr - 0.000100 
2018-09-14 14:43:43.149846 - step - 664320 accuracy - 0.979798, class loss - 0.066899, bbox loss - 0.045140, landmark loss - 0.002999, L2 loss - 0.023604, lr - 0.000100 
2018-09-14 14:56:20.514685 - step - 668160 accuracy - 0.976271, class loss - 0.054289, bbox loss - 0.034950, landmark loss - 0.003620, L2 loss - 0.023590, lr - 0.000100 
2018-09-14 15:08:57.369066 - step - 672000 accuracy - 0.980066, class loss - 0.054811, bbox loss - 0.037519, landmark loss - 0.001443, L2 loss - 0.023576, lr - 0.000100 
2018-09-14 15:21:34.062508 - step - 675840 accuracy - 0.983221, class loss - 0.073718, bbox loss - 0.043106, landmark loss - 0.002465, L2 loss - 0.023558, lr - 0.000100 
2018-09-14 15:34:11.538197 - step - 679680 accuracy - 0.986532, class loss - 0.047369, bbox loss - 0.038655, landmark loss - 0.002805, L2 loss - 0.023548, lr - 0.000100 
2018-09-14 15:46:47.750784 - step - 683520 accuracy - 0.986755, class loss - 0.041782, bbox loss - 0.030193, landmark loss - 0.003602, L2 loss - 0.023536, lr - 0.000100 
2018-09-14 15:59:24.562225 - step - 687360 accuracy - 0.993266, class loss - 0.031024, bbox loss - 0.033939, landmark loss - 0.002896, L2 loss - 0.023519, lr - 0.000100 
2018-09-14 16:12:01.449487 - step - 691200 accuracy - 0.976190, class loss - 0.077305, bbox loss - 0.035882, landmark loss - 0.002375, L2 loss - 0.023510, lr - 0.000100 
2018-09-14 16:24:39.280365 - step - 695040 accuracy - 0.990132, class loss - 0.045023, bbox loss - 0.047169, landmark loss - 0.007544, L2 loss - 0.023498, lr - 0.000100 
2018-09-14 16:37:15.190712 - step - 698880 accuracy - 0.973333, class loss - 0.063070, bbox loss - 0.041997, landmark loss - 0.001697, L2 loss - 0.023486, lr - 0.000100 
2018-09-14 16:49:50.463389 - step - 702720 accuracy - 0.969283, class loss - 0.114726, bbox loss - 0.040684, landmark loss - 0.002329, L2 loss - 0.023478, lr - 0.000100 
2018-09-14 17:02:26.744615 - step - 706560 accuracy - 0.989865, class loss - 0.040076, bbox loss - 0.043516, landmark loss - 0.002696, L2 loss - 0.023466, lr - 0.000100 
2018-09-14 17:15:03.489451 - step - 710400 accuracy - 0.986667, class loss - 0.043377, bbox loss - 0.046768, landmark loss - 0.002918, L2 loss - 0.023455, lr - 0.000100 
2018-09-14 17:27:39.502649 - step - 714240 accuracy - 0.986486, class loss - 0.047863, bbox loss - 0.042602, landmark loss - 0.003620, L2 loss - 0.023448, lr - 0.000100 
2018-09-14 17:40:16.864469 - step - 718080 accuracy - 0.986254, class loss - 0.049764, bbox loss - 0.043457, landmark loss - 0.003909, L2 loss - 0.023436, lr - 0.000100 
2018-09-14 17:52:51.568837 - step - 721920 accuracy - 0.986711, class loss - 0.051253, bbox loss - 0.032117, landmark loss - 0.006477, L2 loss - 0.023428, lr - 0.000100 
2018-09-14 18:05:27.526691 - step - 725760 accuracy - 0.989655, class loss - 0.042090, bbox loss - 0.040982, landmark loss - 0.002398, L2 loss - 0.023421, lr - 0.000100 
2018-09-14 18:18:04.336697 - step - 729600 accuracy - 0.982818, class loss - 0.063834, bbox loss - 0.050035, landmark loss - 0.004124, L2 loss - 0.023409, lr - 0.000100 
2018-09-14 18:30:40.600255 - step - 733440 accuracy - 0.979452, class loss - 0.068692, bbox loss - 0.040978, landmark loss - 0.003816, L2 loss - 0.023399, lr - 0.000100 
2018-09-14 18:43:17.677962 - step - 737280 accuracy - 0.986755, class loss - 0.046916, bbox loss - 0.046000, landmark loss - 0.022131, L2 loss - 0.023391, lr - 0.000100 
2018-09-14 18:55:56.724505 - step - 741120 accuracy - 1.000000, class loss - 0.019506, bbox loss - 0.031790, landmark loss - 0.001712, L2 loss - 0.023381, lr - 0.000100 
2018-09-14 19:08:33.532878 - step - 744960 accuracy - 1.000000, class loss - 0.019362, bbox loss - 0.041952, landmark loss - 0.001915, L2 loss - 0.023374, lr - 0.000100 
2018-09-14 19:21:10.457034 - step - 748800 accuracy - 0.983165, class loss - 0.058753, bbox loss - 0.042983, landmark loss - 0.003981, L2 loss - 0.023365, lr - 0.000100 
2018-09-14 19:33:46.267240 - step - 752640 accuracy - 0.996516, class loss - 0.035436, bbox loss - 0.043156, landmark loss - 0.004227, L2 loss - 0.023355, lr - 0.000100 
2018-09-14 19:46:22.248374 - step - 756480 accuracy - 0.989691, class loss - 0.046267, bbox loss - 0.034946, landmark loss - 0.001997, L2 loss - 0.023348, lr - 0.000100 
2018-09-14 19:58:57.973624 - step - 760320 accuracy - 0.986486, class loss - 0.055790, bbox loss - 0.038824, landmark loss - 0.003587, L2 loss - 0.023340, lr - 0.000100 
2018-09-14 20:11:34.964200 - step - 764160 accuracy - 0.976589, class loss - 0.067094, bbox loss - 0.042983, landmark loss - 0.002711, L2 loss - 0.023328, lr - 0.000100 
2018-09-14 20:24:11.827502 - step - 768000 accuracy - 1.000000, class loss - 0.019141, bbox loss - 0.041589, landmark loss - 0.009439, L2 loss - 0.023321, lr - 0.000100 
2018-09-14 20:36:49.590876 - step - 771840 accuracy - 0.993174, class loss - 0.037263, bbox loss - 0.041781, landmark loss - 0.002353, L2 loss - 0.023315, lr - 0.000100 
2018-09-14 20:49:27.657739 - step - 775680 accuracy - 0.989655, class loss - 0.054119, bbox loss - 0.041617, landmark loss - 0.003685, L2 loss - 0.023302, lr - 0.000100 
2018-09-14 21:02:04.266412 - step - 779520 accuracy - 0.982935, class loss - 0.039172, bbox loss - 0.048803, landmark loss - 0.002788, L2 loss - 0.023298, lr - 0.000100 
2018-09-14 21:14:42.228807 - step - 783360 accuracy - 0.989830, class loss - 0.057248, bbox loss - 0.042873, landmark loss - 0.009231, L2 loss - 0.023290, lr - 0.000100 
2018-09-14 21:27:18.972944 - step - 787200 accuracy - 0.986207, class loss - 0.062991, bbox loss - 0.037729, landmark loss - 0.002768, L2 loss - 0.023281, lr - 0.000100 
2018-09-14 21:39:55.542237 - step - 791040 accuracy - 0.989691, class loss - 0.040928, bbox loss - 0.037015, landmark loss - 0.003768, L2 loss - 0.023277, lr - 0.000100 
2018-09-14 21:52:31.176736 - step - 794880 accuracy - 0.975524, class loss - 0.075230, bbox loss - 0.039098, landmark loss - 0.003835, L2 loss - 0.023268, lr - 0.000100 
2018-09-14 22:05:07.044214 - step - 798720 accuracy - 0.982877, class loss - 0.063941, bbox loss - 0.042755, landmark loss - 0.002106, L2 loss - 0.023261, lr - 0.000100 
2018-09-14 22:17:43.705648 - step - 802560 accuracy - 0.993220, class loss - 0.031157, bbox loss - 0.055352, landmark loss - 0.003223, L2 loss - 0.023254, lr - 0.000100 
2018-09-14 22:30:20.363090 - step - 806400 accuracy - 0.986395, class loss - 0.043379, bbox loss - 0.034598, landmark loss - 0.002613, L2 loss - 0.023244, lr - 0.000100 
2018-09-14 22:42:56.251586 - step - 810240 accuracy - 0.989865, class loss - 0.030068, bbox loss - 0.037751, landmark loss - 0.001976, L2 loss - 0.023237, lr - 0.000100 
2018-09-14 22:55:34.387574 - step - 814080 accuracy - 0.996622, class loss - 0.024268, bbox loss - 0.029258, landmark loss - 0.004729, L2 loss - 0.023232, lr - 0.000100 
2018-09-14 23:08:11.365065 - step - 817920 accuracy - 0.972789, class loss - 0.090278, bbox loss - 0.049684, landmark loss - 0.002409, L2 loss - 0.023225, lr - 0.000100 
2018-09-14 23:20:47.108115 - step - 821760 accuracy - 0.979522, class loss - 0.075530, bbox loss - 0.051290, landmark loss - 0.006877, L2 loss - 0.023218, lr - 0.000100 
2018-09-14 23:33:25.161612 - step - 825600 accuracy - 0.982639, class loss - 0.050264, bbox loss - 0.035728, landmark loss - 0.002759, L2 loss - 0.023212, lr - 0.000100 
2018-09-14 23:46:02.017308 - step - 829440 accuracy - 0.989474, class loss - 0.039523, bbox loss - 0.041338, landmark loss - 0.002932, L2 loss - 0.023204, lr - 0.000100 
2018-09-14 23:58:39.464581 - step - 833280 accuracy - 0.990000, class loss - 0.056098, bbox loss - 0.038017, landmark loss - 0.001666, L2 loss - 0.023200, lr - 0.000100 
2018-09-15 00:11:15.501521 - step - 837120 accuracy - 0.979239, class loss - 0.085083, bbox loss - 0.047440, landmark loss - 0.004159, L2 loss - 0.023192, lr - 0.000100 
2018-09-15 00:23:51.483920 - step - 840960 accuracy - 0.983278, class loss - 0.050925, bbox loss - 0.035413, landmark loss - 0.002222, L2 loss - 0.023185, lr - 0.000100 
2018-09-15 00:36:25.803478 - step - 844800 accuracy - 0.993311, class loss - 0.035122, bbox loss - 0.040158, landmark loss - 0.001857, L2 loss - 0.023181, lr - 0.000100 
2018-09-15 00:49:02.593254 - step - 848640 accuracy - 0.983165, class loss - 0.090967, bbox loss - 0.040521, landmark loss - 0.002716, L2 loss - 0.023176, lr - 0.000100 
2018-09-15 01:01:38.827260 - step - 852480 accuracy - 0.986395, class loss - 0.048119, bbox loss - 0.036963, landmark loss - 0.005488, L2 loss - 0.023168, lr - 0.000100 
2018-09-15 01:14:13.932325 - step - 856320 accuracy - 0.986441, class loss - 0.051181, bbox loss - 0.034309, landmark loss - 0.002185, L2 loss - 0.023164, lr - 0.000100 
2018-09-15 01:26:49.369052 - step - 860160 accuracy - 0.989655, class loss - 0.037525, bbox loss - 0.045566, landmark loss - 0.002315, L2 loss - 0.023162, lr - 0.000100 
2018-09-15 01:39:25.754063 - step - 864000 accuracy - 0.996587, class loss - 0.025163, bbox loss - 0.041553, landmark loss - 0.005908, L2 loss - 0.023153, lr - 0.000100 
2018-09-15 01:52:01.549047 - step - 867840 accuracy - 0.993266, class loss - 0.031352, bbox loss - 0.045954, landmark loss - 0.003719, L2 loss - 0.023151, lr - 0.000100 
2018-09-15 02:04:38.168179 - step - 871680 accuracy - 0.989726, class loss - 0.035836, bbox loss - 0.048381, landmark loss - 0.008927, L2 loss - 0.023144, lr - 0.000100 
2018-09-15 02:17:16.191783 - step - 875520 accuracy - 0.970395, class loss - 0.080331, bbox loss - 0.043911, landmark loss - 0.002026, L2 loss - 0.023137, lr - 0.000100 
2018-09-15 02:29:52.605608 - step - 879360 accuracy - 0.979798, class loss - 0.063665, bbox loss - 0.046350, landmark loss - 0.002357, L2 loss - 0.023134, lr - 0.000100 
2018-09-15 02:42:30.385506 - step - 883200 accuracy - 0.989691, class loss - 0.066418, bbox loss - 0.032614, landmark loss - 0.003198, L2 loss - 0.023125, lr - 0.000100 
2018-09-15 02:55:08.676146 - step - 887040 accuracy - 0.979452, class loss - 0.062937, bbox loss - 0.035073, landmark loss - 0.002504, L2 loss - 0.023117, lr - 0.000100 
